candidate_id,corpus,split,source_file,sent_id,head_id,head_form,head_lemma,upos,xpos,head_deprel,feats,has_voice_pass,has_nsubj_pass,has_obl_agent,aux_pass_lemmas,aux_lemmas,cop_lemmas,participle_like,parent_id,parent_form,parent_deprel,head_children,provisional_streams,sentence,sentence_marked,sampling_stream,sample_set,sample_rank
gum|train|GUM_podcast_addiction-80|21,gum,train,en_gum-ud-train.conllu,GUM_podcast_addiction-80,21,lost,lose,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,9,disorders,nsubj,15:advmod:where;17:reparandum:become;19:nsubj:you;20:aux:'ve;22:obj:control,foil_participial_modifier;foil_perfect,"And then there would be the substance use disorders such as substance dependance, where you become -- you've lost control over use of a particular substance.","And then there would be the substance use disorders such as substance dependance , where you become -- you 've [[lost]] control over use of a particular substance .",foil_participial_modifier,analytic_foil_candidate,44
gum|train|GUM_podcast_llms-43|13,gum,train,en_gum-ud-train.conllu,GUM_podcast_llms-43,13,got,get,VERB,VBN,conj,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,6,covered,root,10:cc:or;11:aux:have;12:nsubj:you;16:obj:thoughts,foil_perfect,"I mean, are we covered on that one or have you got lots more thoughts about the source of training material for the LLMs?","I mean , are we covered on that one or have you [[got]] lots more thoughts about the source of training material for the LLMs ?",foil_perfect,analytic_foil_candidate,60
ewt|train|weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0030|23,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0030,23,released,release,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,would,_,1,10,called,acl:relcl,18:mark:before;20:nsubj:pass:money;21:aux:would;22:aux:pass:be,core_be;passive_ledger,"Japan's special envoy, Yasushi Akashi, who called for tangible progress in the peace process before the money would be released, came back from visits to Colombo and Kilinochchi in early November a frustrated man.","Japan 's special envoy , Yasushi Akashi , who called for tangible progress in the peace process before the money would be [[released]] , came back from visits to Colombo and Kilinochchi in early November a frustrated man .",core_be,analytic_core_candidate,1
gum|train|GUM_bio_higuchi-20|24,gum,train,en_gum-ud-train.conllu,GUM_bio_higuchi-20,24,lost,lose,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,21,woman,nmod,22:nsubj:who;23:aux:has;26:obj:parents,foil_participial_modifier;foil_perfect,"Several of her trademark themes appear; for example, the triangular relationship among a lonely, beautiful, young woman who has lost her parents, a handsome man who has abandoned her (and remains in the background), and a lonely and desperate ragamuffin who falls in love with her.","Several of her trademark themes appear ; for example , the triangular relationship among a lonely , beautiful , young woman who has [[lost]] her parents , a handsome man who has abandoned her ( and remains in the background ) , and a lonely and desperate ragamuffin who falls in love with her .",foil_participial_modifier,heldout,33
ewt|dev|newsgroup-groups.google.com_eHolistic_b8e32f451114ecc2_ENG_20051118_192000-0005|32,ewt,dev,en_ewt-ud-dev.conllu,newsgroup-groups.google.com_eHolistic_b8e32f451114ecc2_ENG_20051118_192000-0005,32,scheduled,schedule,VERB,VBN,parataxis,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,5,writing,root,29:punct:;;30:nsubj:pass:it;31:aux:pass:is;34:obl:publication,core_be;passive_ledger,"Currently, I am writing a book on natural supplements to aid weight loss, with Harry Preuss, MD, a Professor of Medicine at Georgetown University; it is scheduled for publication by Broadway (Random House) in January 2007.","Currently , I am writing a book on natural supplements to aid weight loss , with Harry Preuss , MD , a Professor of Medicine at Georgetown University ; it is [[scheduled]] for publication by Broadway ( Random House ) in January 2007 .",core_be,analytic_core_candidate,15
gum|train|GUM_voyage_isfahan-68|5,gum,train,en_gum-ud-train.conllu,GUM_voyage_isfahan-68,5,called,call,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:obl:unmarked:1647;3:nsubj:pass:It;4:aux:pass:is;6:xcomp:Palace;13:advcl:are;22:conj:means;24:punct:.,core_be;passive_ledger,"1647: It is called Palace of forty columns, as there are many columns, and in Iranian, 40 means many.","1647 : It is [[called]] Palace of forty columns , as there are many columns , and in Iranian , 40 means many .",core_be,analytic_core_candidate,19
gum|train|GUM_interview_shalev-26|6,gum,train,en_gum-ud-train.conllu,GUM_interview_shalev-26,6,created,create,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,1,_,_,_,1,5,worlds,obl,9:obl:agent:imagination,passive_ledger;peripheral_reduced_embedded,You can walk in worlds created by the imagination of people.,You can walk in worlds [[created]] by the imagination of people .,peripheral_reduced_embedded,analytic_peripheral_candidate,29
ewt|train|newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0005|3,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_GuildWars_086f0f64ab633ab3_ENG_20041111_173500-0005,3,seen,see,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:I;2:aux:have;6:obj:sites;8:xcomp:disappear;15:punct:.,foil_perfect,I have seen great fan sites suddenly disappear without notice and for no reason.,I have [[seen]] great fan sites suddenly disappear without notice and for no reason .,foil_perfect,analytic_foil_candidate,18
gum|train|GUM_speech_destiny-41|32,gum,train,en_gum-ud-train.conllu,GUM_speech_destiny-41,32,come,come,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,29,freedom,obl,30:nsubj:that;31:aux:has,foil_participial_modifier;foil_perfect,We think also of our brothers and sisters who have been cut off from us by political boundaries and who unhappily can not share at present in the freedom that has come.,We think also of our brothers and sisters who have been cut off from us by political boundaries and who unhappily can not share at present in the freedom that has [[come]] .,foil_participial_modifier,analytic_foil_candidate,10
gum|train|GUM_vlog_hair-8|5,gum,train,en_gum-ud-train.conllu,GUM_vlog_hair-8,5,done,do,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,get,_,_,1,_,_,_,1:nsubj:pass:I;3:advmod:now;4:aux:pass:got;6:xcomp:washing;8:punct:.,passive_ledger;peripheral_get,I just now got done washing it.,I just now got [[done]] washing it .,peripheral_get,analytic_peripheral_candidate,17
gum|train|GUM_bio_marbles-37|6,gum,train,en_gum-ud-train.conllu,GUM_bio_marbles-37,6,based,base,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,4:nsubj:pass:appearances;5:aux:pass:are;10:obl:dogs;11:punct:.;13:dep:7,core_be;passive_ledger,The toys' appearances are based upon her real dogs. [7],The toys ' appearances are [[based]] upon her real dogs . [ 7 ],core_be,analytic_core_candidate,52
gum|train|GUM_news_imprisoned-20|6,gum,train,en_gum-ud-train.conllu,GUM_news_imprisoned-20,6,forced,force,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:nsubj:pass:She;2:advmod:certainly;3:aux:pass:was;4:advmod:n't;5:punct:';7:punct:';10:xcomp:there;11:punct:.,core_be;passive_ledger,She certainly wasn't 'forced' to be there.,She certainly was n't ' [[forced]] ' to be there .,core_be,analytic_core_candidate,4
ewt|train|answers-20111108104724AAuBUR7_ans-0059|17,ewt,train,en_ewt-ud-train.conllu,answers-20111108104724AAuBUR7_ans-0059,17,caused,cause,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,13,wobblers,obl,14:nsubj:pass:which;15:aux:pass:is;16:advmod:often;20:obl:agent:compression;24:conj:confused,core_be;passive_ledger,The chiro/acupuncturist will be there to evaluate the horse for wobblers which is often caused by spinal compression and can be confused with EPM.,The chiro / acupuncturist will be there to evaluate the horse for wobblers which is often [[caused]] by spinal compression and can be confused with EPM .,core_be,analytic_core_candidate,23
gum|train|GUM_speech_data-10|10,gum,train,en_gum-ud-train.conllu,GUM_speech_data-10,10,disappeared,disappear,VERB,VBN,root,Tense=Past|Typo=Yes|VerbForm=Part|Voice=Pass,1,1,0,get,_,_,1,_,_,_,3:advcl:refuse;5:advmod:then;6:advmod:maybe;8:nsubj:pass:they;9:aux:pass:get;14:advcl:challenge;21:punct:.,passive_ledger;peripheral_get,"If they refuse, then maybe, they get disappeared because they really challenge the legitimacy of the environmental agency.","If they refuse , then maybe , they get [[disappeared]] because they really challenge the legitimacy of the environmental agency .",peripheral_get,analytic_peripheral_candidate,27
ewt|train|weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0020|20,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20041028153019_ENG_20041028_153019-0020,20,resulted,result,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,17,genocide,obj,18:nsubj:that;19:aux:has;23:obl:fleeing,foil_participial_modifier;foil_perfect,"Unreported by the international media, the Valley of Kashmir has seen an ethnic and cultural genocide that has resulted in the fleeing from the valley of almost all the Hindu families who have been living there since human habitation was first recorded.","Unreported by the international media , the Valley of Kashmir has seen an ethnic and cultural genocide that has [[resulted]] in the fleeing from the valley of almost all the Hindu families who have been living there since human habitation was first recorded .",foil_participial_modifier,analytic_foil_candidate,26
ewt|dev|reviews-162662-0003|11,ewt,dev,en_ewt-ud-dev.conllu,reviews-162662-0003,11,embroidered,embroider,VERB,VBN,xcomp,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,8,had,conj,14:obl:week,passive_ledger;peripheral_manual_probe,I purchased four gift items there and had them all embroidered within a week.,I purchased four gift items there and had them all [[embroidered]] within a week .,peripheral_manual_probe,analytic_peripheral_candidate,11
gum|train|GUM_court_property-50|22,gum,train,en_gum-ud-train.conllu,GUM_court_property-50,22,cited,cite,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,18,cases,obl,19:nsubj:pass:that;20:aux:have;21:aux:pass:been;24:obl:us,core_be;passive_ledger;peripheral_reduced_embedded,"I'm not sure I get that, or how I see it's consistent with the cases that have been cited to us.","I 'm not sure I get that , or how I see it 's consistent with the cases that have been [[cited]] to us .",core_be,analytic_core_candidate,41
gum|dev|GUM_voyage_coron-21|13,gum,dev,en_gum-ud-dev.conllu,GUM_voyage_coron-21,13,sunk,sink,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,_,_,_,3:obl:24;8:nsubj:pass:group;12:aux:pass:were;16:obl:agent:warplanes;23:advcl:retreated;27:punct:.,core_be;passive_ledger,"On September 24, 1944, a group of Japanese ships were sunk by American warplanes in Coron waters as the ships retreated from Manila Bay.","On September 24 , 1944 , a group of Japanese ships were [[sunk]] by American warplanes in Coron waters as the ships retreated from Manila Bay .",core_be,analytic_core_candidate,55
gum|train|GUM_interview_herrick-63|10,gum,train,en_gum-ud-train.conllu,GUM_interview_herrick-63,10,selected,select,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have;should,_,1,5,think,root,6:nsubj:we;7:advmod:probably;8:aux:should;9:aux:have;16:obj:license,foil_perfect,"In retrospect, I think we probably should have selected the CC BY-SA license instead of CC-BY-SA-NC.","In retrospect , I think we probably should have [[selected]] the CC BY - SA license instead of CC - BY - SA - NC .",foil_perfect,analytic_foil_candidate,50
gum|train|GUM_textbook_evoethics-25|10,gum,train,en_gum-ud-train.conllu,GUM_textbook_evoethics-25,10,used,use,VERB,VBN,advcl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,can,_,1,5,how,obj,7:nsubj:pass:theory;8:aux:can;9:aux:pass:be;12:advcl:make,core_be;passive_ledger,Street’s argument illustrates how evolutionary theory can be used to make a case about which metaethical theories we should adopt.,Street ’s argument illustrates how evolutionary theory can be [[used]] to make a case about which metaethical theories we should adopt .,core_be,analytic_core_candidate,6
gum|train|GUM_interview_onion-59|10,gum,train,en_gum-ud-train.conllu,GUM_interview_onion-59,10,told,tell,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,4,lot,obj,"8:nsubj:pass:that;9:aux:pass:are;14:obl:room;15:punct:,;30:conj:go",core_be;passive_ledger,"There's a lot of unfunny jokes that are told in a back room, that's why they stay and die in that back room and don’t go out in The Onion.","There 's a lot of unfunny jokes that are [[told]] in a back room , that 's why they stay and die in that back room and do n’t go out in The Onion .",core_be,analytic_core_candidate,2
ewt|train|reviews-396880-0005|4,ewt,train,en_ewt-ud-train.conllu,reviews-396880-0005,4,put,put,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,get,_,_,1,_,_,_,1:advmod:Then;2:nsubj:pass:we;3:aux:pass:got;7:obl:room;22:punct:.,passive_ledger;peripheral_get,Then we got put in a room with a huge gap under the door....right next to the ice machine.,Then we got [[put]] in a room with a huge gap under the door .... right next to the ice machine .,peripheral_get,analytic_peripheral_candidate,22
ewt|train|reviews-135010-0006|13,ewt,train,en_ewt-ud-train.conllu,reviews-135010-0006,13,missed,miss,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,be,_,1,_,_,_,4:nsubj:pass:riso;9:aux:are;10:advmod:not;11:mark:to;12:aux:pass:be;14:punct:.,core_be;passive_ledger,The arancini di riso (risotto fritters) are not to be missed.,The arancini di riso ( risotto fritters ) are not to be [[missed]] .,core_be,analytic_core_candidate,9
gum|train|GUM_vlog_hair-53|35,gum,train,en_gum-ud-train.conllu,GUM_vlog_hair-53,35,enriched,enrich,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,10,Jelly,root,"31:punct:,;32:cc:and;33:nsubj:pass:it;34:aux:pass:'s;39:obl:juice",core_be;passive_ledger,"So the next product is the Angelic Clear Coarse Jelly with aloe plus rosemary, and it's a curl-defining and light-to-medium whole jelly, and it's enriched with aloe vera juice, which is amazing.","So the next product is the Angelic Clear Coarse Jelly with aloe plus rosemary , and it 's a curl - defining and light - to - medium whole jelly , and it 's [[enriched]] with aloe vera juice , which is amazing .",core_be,heldout,16
ewt|train|weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0133|11,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0133,11,used,use,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,1,_,_,_,1,9,nomenclature,nmod,"10:punct:,;13:obl:unmarked:day;18:obl:agent:chiefs",passive_ledger;peripheral_reduced_embedded,"There are numerous other examples of such Orwellian nomenclature, used every day not only by terror chiefs but also by Western media.","There are numerous other examples of such Orwellian nomenclature , [[used]] every day not only by terror chiefs but also by Western media .",peripheral_reduced_embedded,analytic_peripheral_candidate,14
gum|train|GUM_bio_moreau-10|16,gum,train,en_gum-ud-train.conllu,GUM_bio_moreau-10,16,m.,marry,VERB,VBN,parataxis,Abbr=Yes|Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,13,William,conj,15:punct:(;17:obl:unmarked:1977;19:parataxis:div.;21:punct:),passive_ledger;peripheral_manual_probe,Spouse(s) Jean-Louis Richard (m. 1949; div. 1964) William Friedkin (m. 1977; div. 1979),Spouse(s) Jean - Louis Richard ( m. 1949 ; div. 1964 ) William Friedkin ( [[m.]] 1977 ; div. 1979 ),peripheral_manual_probe,analytic_peripheral_candidate,8
gum|train|GUM_bio_marbles-26|12,gum,train,en_gum-ud-train.conllu,GUM_bio_marbles-26,12,inspired,inspire,VERB,VBN,amod,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,13,segment,obl,9:compound:Ball,passive_ledger;peripheral_reduced_embedded,"She played Miley Cyrus in a ""Wrecking Ball"" - inspired segment of YouTube Rewind 2013.","She played Miley Cyrus in a "" Wrecking Ball "" - [[inspired]] segment of YouTube Rewind 2013 .",peripheral_reduced_embedded,heldout,23
gum|train|GUM_whow_flirt-20|18,gum,train,en_gum-ud-train.conllu,GUM_whow_flirt-20,18,focused,focus,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,13,light,xcomp,"16:punct:,;17:cc:and;23:obl:subjects",passive_ledger;peripheral_manual_probe,"Don't pry into his or her personal life — keep things light, fun, and focused on worry-free subjects.","Do n't pry into his or her personal life — keep things light , fun , and [[focused]] on worry - free subjects .",peripheral_manual_probe,analytic_peripheral_candidate,31
ewt|train|answers-20111108101300AAIAKXN_ans-0004|10,ewt,train,en_ewt-ud-train.conllu,answers-20111108101300AAIAKXN_ans-0004,10,planned,plan,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,5,spots,root,6:obl:which;7:nsubj:I;8:advmod:already;9:aux:have,foil_participial_modifier;foil_perfect,Besides the obvious tourist spots which I already have planned for.,Besides the obvious tourist spots which I already have [[planned]] for .,foil_participial_modifier,heldout,29
gum|train|GUM_whow_skittles-41|7,gum,train,en_gum-ud-train.conllu,GUM_whow_skittles-41,7,filtered,filter,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,9,wash,root,"1:mark:Once;4:nsubj:pass:bottle;5:aux:has;6:aux:pass:been;8:punct:,",core_be;passive_ledger,"Once the first bottle has been filtered, wash out the bottle and pour the Skittles vodka back in.","Once the first bottle has been [[filtered]] , wash out the bottle and pour the Skittles vodka back in .",core_be,analytic_core_candidate,8
gum|train|GUM_textbook_grit-31|15,gum,train,en_gum-ud-train.conllu,GUM_textbook_grit-31,15,granted,grant,VERB,VBN,obl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,13,taken,acl,14:case:for,passive_ledger;peripheral_manual_probe,The concept of grit is an easy one to dismiss as something taken for granted.,The concept of grit is an easy one to dismiss as something taken for [[granted]] .,peripheral_manual_probe,analytic_peripheral_candidate,28
ewt|train|reviews-376320-0009|15,ewt,train,en_ewt-ud-train.conllu,reviews-376320-0009,15,assured,assure,VERB,VBN,conj,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,can,_,1,4,traveling,root,11:cc:and;12:nsubj:pass:you;13:aux:can;14:aux:pass:be;21:ccomp:helpful,core_be;passive_ledger,I will be traveling in this area in the future and you can be assured that this experience will be helpful in my choice of hotels and Novotel will be my first selection.,I will be traveling in this area in the future and you can be [[assured]] that this experience will be helpful in my choice of hotels and Novotel will be my first selection .,core_be,analytic_core_candidate,54
ewt|dev|reviews-061768-0003|24,ewt,dev,en_ewt-ud-dev.conllu,reviews-061768-0003,24,met,meet,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,20,person,root,21:nsubj:I;22:aux:'ve;23:advmod:ever,foil_participial_modifier;foil_perfect,"The one guy who was there, I'm guessing was the owner, was probably the least helpful person I've ever met.","The one guy who was there , I 'm guessing was the owner , was probably the least helpful person I 've ever [[met]] .",foil_participial_modifier,analytic_foil_candidate,60
ewt|dev|email-enronsent28_03-0016|20,ewt,dev,en_ewt-ud-dev.conllu,email-enronsent28_03-0016,20,approved,approve,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,12,language,obj,15:obj:which;16:nsubj:we;17:aux:had;18:advmod:both;19:advmod:previously,foil_participial_modifier;foil_perfect,I revised the language based on our discussions and added the language concerning interest which we had both previously approved.,I revised the language based on our discussions and added the language concerning interest which we had both previously [[approved]] .,foil_participial_modifier,heldout,5
ewt|train|newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0105|9,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0105,9,stretched,stretch,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,3:obl:board;7:nsubj:pass:military;8:aux:pass:is;13:obl:point;14:punct:.,core_be;passive_ledger,"Across the board, the American military is stretched to the breaking point.","Across the board , the American military is [[stretched]] to the breaking point .",core_be,analytic_core_candidate,51
ewt|train|newsgroup-groups.google.com_emails_ec0a1064de05e74b_ENG_20040929_023800-0044|1,ewt,train,en_ewt-ud-train.conllu,newsgroup-groups.google.com_emails_ec0a1064de05e74b_ENG_20040929_023800-0044,1,Founded,found,VERB,VBN,acl,Tense=Past|VerbForm=Part|Voice=Pass,1,0,1,_,_,_,1,8,SUN,nsubj,"6:obl:agent:buddies;7:punct:,",passive_ledger;peripheral_reduced_embedded,"Founded by 4 Stanford University buddies, SUN is the acronym for Stanford University Network.","[[Founded]] by 4 Stanford University buddies , SUN is the acronym for Stanford University Network .",peripheral_reduced_embedded,heldout,1
gum|train|GUM_news_taxes-15|19,gum,train,en_gum-ud-train.conllu,GUM_news_taxes-15,19,needed,need,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,6,said,root,11:nsubj:pass:reflection;18:aux:pass:is,core_be;passive_ledger,"Minister of Education Stefania Giannini said a ""more general reflection"" ((it)) is needed.","Minister of Education Stefania Giannini said a "" more general reflection "" ( ( it ) ) is [[needed]] .",core_be,analytic_core_candidate,37
ewt|train|answers-20111101180811AAZtKpz_ans-0010|13,ewt,train,en_ewt-ud-train.conllu,answers-20111101180811AAZtKpz_ans-0010,13,chosen,choose,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,9,three,obj,10:obj:that;11:nsubj:I;12:aux:have,foil_participial_modifier;foil_perfect,I have weighed those options and found the three that I have chosen to be more my wife and my own taste.,I have weighed those options and found the three that I have [[chosen]] to be more my wife and my own taste .,foil_participial_modifier,analytic_foil_candidate,22
gum|train|GUM_fiction_pixies-18|12,gum,train,en_gum-ud-train.conllu,GUM_fiction_pixies-18,12,battered,batter,VERB,VBN,amod,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,13,wood,nmod,_,passive_ledger;peripheral_reduced_embedded,"She’d be irritated by her own wet footprints on the battered wood of the hallway floor later, but right now she had blood on her mind.","She ’d be irritated by her own wet footprints on the [[battered]] wood of the hallway floor later , but right now she had blood on her mind .",peripheral_reduced_embedded,heldout,29
ewt|train|answers-20111108084111AAl5ras_ans-0003|16,ewt,train,en_ewt-ud-train.conllu,answers-20111108084111AAl5ras_ans-0003,16,connected,connect,VERB,VBN,xcomp,Tense=Past|VerbForm=Part|Voice=Pass,1,0,0,_,_,_,1,12,have,advcl,_,passive_ledger;peripheral_manual_probe,Why is it stil doing this even though I don't have the other phone connected?,Why is it stil doing this even though I do n't have the other phone [[connected]] ?,peripheral_manual_probe,analytic_peripheral_candidate,26
ewt|train|weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0251|9,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300-0251,9,required,require,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have;would,_,1,5,questions,obj,6:nsubj:that;7:aux:would;8:aux:have;10:obj:either;14:xcomp:think,foil_participial_modifier;foil_perfect,I resisted asking any questions that would have required either of them to think.,I resisted asking any questions that would have [[required]] either of them to think .,foil_participial_modifier,analytic_foil_candidate,32
gum|train|GUM_interview_messina-48|11,gum,train,en_gum-ud-train.conllu,GUM_interview_messina-48,11,bothered,bother,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,3,said,root,5:punct:';6:vocative:Frank;8:nsubj:I;9:aux:have;10:advmod:never;12:obj:you;15:obl:game;20:conj:wanted;42:conj:wish;49:punct:.;50:punct:',foil_perfect,"The e-mail said, 'Frank, I have never bothered you during the game, but I just wanted to say thank you for your work and thank you for making some sense of the successes and failures and I wish you much success with your work.'","The e-mail said , ' Frank , I have never [[bothered]] you during the game , but I just wanted to say thank you for your work and thank you for making some sense of the successes and failures and I wish you much success with your work . '",foil_perfect,analytic_foil_candidate,42
ewt|train|reviews-181771-0006|34,ewt,train,en_ewt-ud-train.conllu,reviews-181771-0006,34,got,get,VERB,VBN,parataxis,Tense=Past|VerbForm=Part,0,0,0,_,_,be,1,19,fell,conj,"26:nsubj:outer:all;31:punct:"";32:cop:was;33:nsubj:I;36:xcomp:have;38:punct:!;39:punct:""",foil_copular_participle,"We got to talking and he got me set up and I test drove with Craig and I fell head over heels for this car all I kept saying, "" was I gotta have it!""","We got to talking and he got me set up and I test drove with Craig and I fell head over heels for this car all I kept saying , "" was I [[got]] ta have it ! """,foil_copular_participle,heldout,22
gum|train|GUM_podcast_pandemic-15|22,gum,train,en_gum-ud-train.conllu,GUM_podcast_pandemic-15,22,advanced,advance,VERB,VBN,advcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,6,think,root,16:discourse:uh;18:mark:because;20:nsubj:science;21:aux:has,foil_perfect,"Now, I don't think it's going to be quite that bad, uh, because medical science has advanced.","Now , I do n't think it 's going to be quite that bad , uh , because medical science has [[advanced]] .",foil_perfect,heldout,6
gum|train|GUM_interview_brotherhood-5|7,gum,train,en_gum-ud-train.conllu,GUM_interview_brotherhood-5,7,involved,involve,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,_,_,_,3:obl:long;4:aux:have;5:nsubj:pass:you;6:aux:pass:been;9:advcl:performing;13:punct:?,core_be;passive_ledger,For how long have you been involved in performing / studying magic?,For how long have you been [[involved]] in performing / studying magic ?,core_be,analytic_core_candidate,33
ewt|train|weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0066|40,ewt,train,en_ewt-ud-train.conllu,weblog-blogspot.com_dakbangla_20050311135387_ENG_20050311_135387-0066,40,received,receive,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,have,_,1,36,intelligence,obl,37:nsubj:pass:that;38:aux:had;39:aux:pass:been,core_be;passive_ledger;peripheral_reduced_embedded,"The same week, the WTC head testified that while they had not received any briefing on the use of planes, they had taken steps to prepare for an attack using anthrax based on intelligence that had been received.","The same week , the WTC head testified that while they had not received any briefing on the use of planes , they had taken steps to prepare for an attack using anthrax based on intelligence that had been [[received]] .",core_be,analytic_core_candidate,6
ewt|dev|email-enronsent28_02-0019|6,ewt,dev,en_ewt-ud-dev.conllu,email-enronsent28_02-0019,6,based,base,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:nsubj:pass:information;5:aux:pass:is;8:obl:sources;20:conj:represent;27:punct:.,core_be;passive_ledger,"The information contained herein is based on sources that we believe to be reliable, but we do not represent that it is accurate or complete.","The information contained herein is [[based]] on sources that we believe to be reliable , but we do not represent that it is accurate or complete .",core_be,analytic_core_candidate,26
gum|dev|GUM_court_negligence-16|13,gum,dev,en_gum-ud-dev.conllu,GUM_court_negligence-16,13,applied,apply,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,be,1,_,_,_,1:cc:But;2:nsubj:outer:what;7:cop:is;8:mark:that;11:nsubj:pass:construct;12:aux:pass:was;18:advcl:prove;24:punct:.,core_be;passive_ledger,But what I wish to emphasize is that that old construct was applied where the plaintiff could prove a completed cause of action.,But what I wish to emphasize is that that old construct was [[applied]] where the plaintiff could prove a completed cause of action .,core_be,analytic_core_candidate,23
gum|train|GUM_bio_goode-22|3,gum,train,en_gum-ud-train.conllu,GUM_bio_goode-22,3,born,bear,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:nsubj:pass:Goode;2:aux:pass:was;5:obl:Exeter;8:punct:.,core_be;passive_ledger,"Goode was born in Exeter, Devon.","Goode was [[born]] in Exeter , Devon .",core_be,heldout,37
