candidate_id,corpus,split,source_file,sent_id,head_id,head_form,head_lemma,upos,xpos,head_deprel,feats,has_voice_pass,has_nsubj_pass,has_obl_agent,aux_pass_lemmas,aux_lemmas,cop_lemmas,participle_like,parent_id,parent_form,parent_deprel,head_children,provisional_streams,sentence,sentence_marked,sampling_stream,sample_set,sample_rank,pilot_pack,pilot_corpus,pilot_class,pilot_stream,pilot_item_id,pilot_order_first,pilot_order_second
gum|train|GUM_interview_cocktail-58|12,gum,train,en_gum-ud-train.conllu,GUM_interview_cocktail-58,12,served,serve,VERB,VBN,ccomp,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,6,estimate,acl,9:obl:unmarked:times;10:nsubj:we;11:aux:'ve;13:obj:it;14:advmod:overall,foil_perfect,"We have no way to estimate how many times we've served it overall, but we're now pouring around ten a night.","We have no way to estimate how many times we 've [[served]] it overall , but we 're now pouring around ten a night .",foil_perfect,analytic_foil_candidate,12,fit_gate,gum,foil,foil_perfect,FG081,88,51
gum|train|GUM_interview_onion-59|10,gum,train,en_gum-ud-train.conllu,GUM_interview_onion-59,10,told,tell,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,4,lot,obj,"8:nsubj:pass:that;9:aux:pass:are;14:obl:room;15:punct:,;30:conj:go",core_be;passive_ledger,"There's a lot of unfunny jokes that are told in a back room, that's why they stay and die in that back room and don’t go out in The Onion.","There 's a lot of unfunny jokes that are [[told]] in a back room , that 's why they stay and die in that back room and do n’t go out in The Onion .",core_be,analytic_core_candidate,2,fit_gate,gum,core,core_be,FG082,2,33
gum|train|GUM_letter_flood-9|3,gum,train,en_gum-ud-train.conllu,GUM_letter_flood-9,3,lost,lose,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:We;2:aux:have;4:obj:much;13:punct:.,foil_perfect,"We have lost much -- too much, really, to list.","We have [[lost]] much -- too much , really , to list .",foil_perfect,analytic_foil_candidate,52,fit_gate,gum,foil,foil_perfect,FG083,22,42
gum|train|GUM_news_defector-25|19,gum,train,en_gum-ud-train.conllu,GUM_news_defector-25,19,taken,take,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,4:advcl:taken;17:nsubj:pass:he;18:aux:pass:was;24:obl:Towers;25:punct:.,core_be;passive_ledger,"Instead of being taken to a hotel, where he could route out as promised, he was taken to the Century City Towers.","Instead of being taken to a hotel , where he could route out as promised , he was [[taken]] to the Century City Towers .",core_be,analytic_core_candidate,56,fit_gate,gum,core,core_be,FG084,7,71
gum|train|GUM_news_defector-33|4,gum,train,en_gum-ud-train.conllu,GUM_news_defector-33,4,assisted,assist,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,have,_,1,_,_,_,1:nsubj:pass:Montalvo;2:aux:has;3:aux:pass:been;7:obl:agent:members;19:punct:.,core_be;passive_ledger,"Montalvo has been assisted by former members of Scientology, including musician Tiziano Lugli and actor Jason Beghe.","Montalvo has been [[assisted]] by former members of Scientology , including musician Tiziano Lugli and actor Jason Beghe .",core_be,analytic_core_candidate,36,fit_gate,gum,core,core_be,FG085,91,65
gum|train|GUM_news_lanterns-24|16,gum,train,en_gum-ud-train.conllu,GUM_news_lanterns-24,16,dwindled,dwindle,VERB,VBN,advcl,Tense=Past|VerbForm=Part,0,0,0,_,have;will,_,1,1,Wait,root,11:advmod:when;13:nsubj:crowds;14:aux:will;15:aux:have,foil_perfect,Wait until the fourth or fifth day of the festival when the crowds will have dwindled.,Wait until the fourth or fifth day of the festival when the crowds will have [[dwindled]] .,foil_perfect,analytic_foil_candidate,27,fit_gate,gum,foil,foil_perfect,FG086,42,46
gum|train|GUM_news_soccer-25|14,gum,train,en_gum-ud-train.conllu,GUM_news_soccer-25,14,saved,save,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,_,_,_,3:nsubj:pass:attempt;13:aux:pass:was;16:obl:agent:Thibaut;18:punct:.,core_be;passive_ledger,"Panama's attempt in the 54th minute, by Michael Murillo, was saved by Thibaut Courtois.","Panama 's attempt in the 54th minute , by Michael Murillo , was [[saved]] by Thibaut Courtois .",core_be,analytic_core_candidate,38,fit_gate,gum,core,core_be,FG087,36,61
gum|train|GUM_news_taxes-15|19,gum,train,en_gum-ud-train.conllu,GUM_news_taxes-15,19,needed,need,VERB,VBN,ccomp,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,6,said,root,11:nsubj:pass:reflection;18:aux:pass:is,core_be;passive_ledger,"Minister of Education Stefania Giannini said a ""more general reflection"" ((it)) is needed.","Minister of Education Stefania Giannini said a "" more general reflection "" ( ( it ) ) is [[needed]] .",core_be,analytic_core_candidate,37,fit_gate,gum,core,core_be,FG088,100,17
gum|train|GUM_podcast_llms-14|25,gum,train,en_gum-ud-train.conllu,GUM_podcast_llms-14,25,brought,bring,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,21,concerns,nmod,22:obj:that;23:nsubj:people;24:aux:have;26:compound:prt:up;29:obl:stuff,foil_participial_modifier;foil_perfect,"So I put together a relatively -- I -- it's not comprehensive, but a relatively detailed list of concerns that people have brought up about this stuff.","So I put together a relatively -- I -- it 's not comprehensive , but a relatively detailed list of concerns that people have [[brought]] up about this stuff .",foil_participial_modifier,analytic_foil_candidate,49,fit_gate,gum,foil,foil_participial_modifier,FG089,75,13
gum|train|GUM_podcast_movie-61|8,gum,train,en_gum-ud-train.conllu,GUM_podcast_movie-61,8,been,be,AUX,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,5,way,root,6:nsubj:it;7:aux:'s,foil_participial_modifier;foil_perfect,And that's the way it's been.,And that 's the way it 's [[been]] .,foil_participial_modifier,analytic_foil_candidate,22,fit_gate,gum,foil,foil_participial_modifier,FG090,86,40
gum|train|GUM_speech_destiny-41|32,gum,train,en_gum-ud-train.conllu,GUM_speech_destiny-41,32,come,come,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,29,freedom,obl,30:nsubj:that;31:aux:has,foil_participial_modifier;foil_perfect,We think also of our brothers and sisters who have been cut off from us by political boundaries and who unhappily can not share at present in the freedom that has come.,We think also of our brothers and sisters who have been cut off from us by political boundaries and who unhappily can not share at present in the freedom that has [[come]] .,foil_participial_modifier,analytic_foil_candidate,10,fit_gate,gum,foil,foil_participial_modifier,FG091,48,38
gum|train|GUM_speech_school-30|22,gum,train,en_gum-ud-train.conllu,GUM_speech_school-30,22,missed,miss,VERB,VBN,acl:relcl,Tense=Past|VerbForm=Part,0,0,0,_,have;would,_,1,17,students,obl,18:nsubj:who;19:aux:would;20:aux:have;21:advmod:otherwise;24:obj:opportunity,foil_participial_modifier;foil_perfect,"By using Open Educational Resources, OER, School of Open is opening up to many students who would have otherwise missed the opportunity of accessing education, especially in the marginalized areas which could not adequately access quality education.","By using Open Educational Resources , OER , School of Open is opening up to many students who would have otherwise [[missed]] the opportunity of accessing education , especially in the marginalized areas which could not adequately access quality education .",foil_participial_modifier,analytic_foil_candidate,28,fit_gate,gum,foil,foil_participial_modifier,FG092,23,67
gum|train|GUM_textbook_anthropology-41|12,gum,train,en_gum-ud-train.conllu,GUM_textbook_anthropology-41,12,conveyed,convey,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,24,acquired,root,"1:mark:While;4:nsubj:pass:deal;10:aux:pass:is;11:advmod:deliberately;16:obl:contexts;17:punct:,",core_be;passive_ledger,"While a great deal of very important cultural content is deliberately conveyed in these systematic contexts, the greater part of culture is acquired unconsciously by happenstance—that is, nobody planned to teach it, and no one made an effort to consciously try to learn it.","While a great deal of very important cultural content is deliberately [[conveyed]] in these systematic contexts , the greater part of culture is acquired unconsciously by happenstance — that is , nobody planned to teach it , and no one made an effort to consciously try to learn it .",core_be,analytic_core_candidate,39,fit_gate,gum,core,core_be,FG093,89,62
gum|train|GUM_textbook_evoethics-25|10,gum,train,en_gum-ud-train.conllu,GUM_textbook_evoethics-25,10,used,use,VERB,VBN,advcl:relcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,can,_,1,5,how,obj,7:nsubj:pass:theory;8:aux:can;9:aux:pass:be;12:advcl:make,core_be;passive_ledger,Street’s argument illustrates how evolutionary theory can be used to make a case about which metaethical theories we should adopt.,Street ’s argument illustrates how evolutionary theory can be [[used]] to make a case about which metaethical theories we should adopt .,core_be,analytic_core_candidate,6,fit_gate,gum,core,core_be,FG094,82,3
gum|train|GUM_vlog_covid-13|12,gum,train,en_gum-ud-train.conllu,GUM_vlog_covid-13,12,gotten,get,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,be,1,_,_,_,1:cc:And;3:nsubj:outer:thing;4:cop:is;8:obl:night;10:nsubj:I;11:aux:had;13:advmod:back;17:obl:9:00;22:parataxis:took;25:punct:.,foil_copular_participle;foil_perfect,"And the thing is, on Sunday night, I had gotten back from work around 9:00 pm, so I took a shower.","And the thing is , on Sunday night , I had [[gotten]] back from work around 9:00 pm , so I took a shower .",foil_copular_participle,analytic_foil_candidate,29,fit_gate,gum,foil,foil_copular_participle,FG095,60,84
gum|train|GUM_vlog_lipstick-63|4,gum,train,en_gum-ud-train.conllu,GUM_vlog_lipstick-63,4,rubbed,rub,VERB,VBN,root,Tense=Past|VerbForm=Part,0,0,0,_,have,_,1,_,_,_,1:nsubj:Everything;2:aux:has;3:discourse:like;7:obl:it;8:punct:.,foil_perfect,Everything has like rubbed off of it.,Everything has like [[rubbed]] off of it .,foil_perfect,analytic_foil_candidate,25,fit_gate,gum,foil,foil_perfect,FG096,13,85
gum|train|GUM_voyage_fortlee-26|16,gum,train,en_gum-ud-train.conllu,GUM_voyage_fortlee-26,16,dwarfed,dwarf,VERB,VBN,advcl,Tense=Past|VerbForm=Part|Voice=Pass,1,1,1,be,_,_,1,4,meet,root,"8:punct:,;9:mark:as;14:nsubj:pass:Church;15:aux:pass:is;20:obl:agent:highrise;23:obl:it",core_be;passive_ledger,"Old and new meet in Fort Lee, as the Good Shepherd Episcopalian Church is dwarfed by a residential highrise immediately behind it","Old and new meet in Fort Lee , as the Good Shepherd Episcopalian Church is [[dwarfed]] by a residential highrise immediately behind it",core_be,analytic_core_candidate,18,fit_gate,gum,core,core_be,FG097,84,57
gum|train|GUM_voyage_isfahan-68|5,gum,train,en_gum-ud-train.conllu,GUM_voyage_isfahan-68,5,called,call,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:obl:unmarked:1647;3:nsubj:pass:It;4:aux:pass:is;6:xcomp:Palace;13:advcl:are;22:conj:means;24:punct:.,core_be;passive_ledger,"1647: It is called Palace of forty columns, as there are many columns, and in Iranian, 40 means many.","1647 : It is [[called]] Palace of forty columns , as there are many columns , and in Iranian , 40 means many .",core_be,analytic_core_candidate,19,fit_gate,gum,core,core_be,FG098,52,59
gum|train|GUM_voyage_lodz-20|4,gum,train,en_gum-ud-train.conllu,GUM_voyage_lodz-20,4,situated,situate,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,1:nsubj:pass:They;2:aux:pass:were;3:advmod:usually;5:advmod:next;11:punct:.,core_be;passive_ledger,They were usually situated next to the owner's factory.,They were usually [[situated]] next to the owner 's factory .,core_be,analytic_core_candidate,44,fit_gate,gum,core,core_be,FG099,95,44
gum|train|GUM_whow_glowstick-19|4,gum,train,en_gum-ud-train.conllu,GUM_whow_glowstick-19,4,used,use,VERB,VBN,root,Tense=Past|VerbForm=Part|Voice=Pass,1,1,0,be,_,_,1,_,_,_,2:nsubj:pass:peroxide;3:aux:pass:is;6:advcl:replace;14:punct:.,core_be;passive_ledger,Hydrogen peroxide is used to replace the luminol's nitrogen atoms with oxygen.,Hydrogen peroxide is [[used]] to replace the luminol 's nitrogen atoms with oxygen .,core_be,analytic_core_candidate,3,fit_gate,gum,core,core_be,FG100,16,24
